test.lang	test.name	test.file	proc.real	proc.user	proc.system
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	122536	48812	73726
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1723	1653	78
C++	pixeldata.read	NIRHTa-001.ome.tiff	18152	9313	8814
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4592	3603	998
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	13560	5709	7815
C++	pixeldata.write	NIRHTa-001.ome.tiff	133989	60434	73507
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1825	1809	15
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	130475	56955	73476
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1689	1669	15
C++	pixeldata.read	NIRHTa-001.ome.tiff	17852	9141	8704
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4591	3572	1014
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	13261	5569	7690
C++	pixeldata.write	NIRHTa-001.ome.tiff	134399	60200	73991
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1883	1887	0
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	130802	56659	73928
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1714	1653	62
C++	pixeldata.read	NIRHTa-001.ome.tiff	17884	9422	8470
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4590	3650	936
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	13294	5772	7534
C++	pixeldata.write	NIRHTa-001.ome.tiff	130113	58952	71136
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1842	1840	0
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	126566	55489	71058
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1705	1622	78
C++	pixeldata.read	NIRHTa-001.ome.tiff	18060	10030	7987
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4595	3790	795
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	13465	6240	7191
C++	pixeldata.write	NIRHTa-001.ome.tiff	133942	60216	73460
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1842	1825	15
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	130109	56612	73382
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1991	1778	62
